site_id,course_name,section_id,course_id,college_dept,deptartment,credits,max_students,grade_level
67_67399_5136980,CHICANO LITERATURE 2S,108296,2196,Electives,Foreign Language,5,34,
67_67399_5136980,GEOMETRY A,111035,2204,,Mathematics,5,20,
67_67399_5136980,GEOMETRY A,111066,2204,,Mathematics,5,20,
67_67399_5136980,GEOMETRY A,111095,2204,,Mathematics,5,20,
67_67399_5136980,GEOMETRY A,111126,2204,,Mathematics,5,20,
67_67399_5136980,GEOMETRY A,111156,2204,,Mathematics,5,15,
67_67399_5136980,GEOMETRY B,111401,2205,,Mathematics,5,20,
67_67399_5136980,GEOMETRY B,111432,2205,,Mathematics,5,20,
67_67399_5136980,GEOMETRY B,111460,2205,,Mathematics,5,20,
67_67399_5136980,GEOMETRY B,111491,2205,,Mathematics,5,20,
67_67399_5136980,GEOMETRY B,111521,2205,,Mathematics,5,18,
67_67399_5136980,AP CALCULUS A/B 1S,117610,2222,Mathematics,Mathematics,5,34,
67_67399_5136980,AP CALCULUS A/B 2S,118371,2224,Mathematics,Mathematics,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 1S,205269,2462,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 1S,205300,2462,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 1S,205328,2462,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 1S,205359,2462,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 1S,205389,2462,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 2S,205999,2464,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 2S,206030,2464,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 2S,206059,2464,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 2S,206090,2464,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LANG&CULTURE 2S,206120,2464,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LIT&CULTURE 1S,206730,2466,Foreign Language,Foreign Language,5,34,
67_67399_5136980,AP SPAN LIT&CULTURE 2S,207460,2468,Foreign Language,Foreign Language,5,34,
67_67399_5136980,UNIFIED PE I,216592,2493,,Physical Education,10,40,
67_67399_5136980,UNIFIED PE I,216623,2493,,Physical Education,10,40,
67_67399_5136980,UNIFIED PE I,216651,2493,,Physical Education,10,20,
67_67399_5136980,UNIFIED PE I,216682,2493,,Physical Education,10,20,
67_67399_5136980,MOBILITY AND STRETCHING,217322,2495,,Physical Education,10,40,
67_67399_5136980,MOBILITY AND STRETCHING,217353,2495,,Physical Education,10,40,
67_67399_5136980,MOBILITY AND STRETCHING,217381,2495,,Physical Education,10,40,
67_67399_5136980,MOBILITY AND STRETCHING,217412,2495,,Physical Education,10,40,
67_67399_5136980,MOBILITY AND STRETCHING,217442,2495,,Physical Education,10,40,
67_67399_5136980,MOBILITY AND STRETCHING,217473,2495,,Physical Education,10,40,
67_67399_5136980,DRILL & FLAG,240728,2559,,Non Departmentalized,5,34,
67_67399_5136980,DRILL & FLAG,240756,2559,,Non Departmentalized,5,34,
67_67399_5136980,ASB LEADERSHIP,298405,2717,,General,10,34,
67_67399_5136980,ASB LEADERSHIP,298436,2717,,General,10,34,
67_67399_5136980,ASB LEADERSHIP,298464,2717,,General,10,34,
67_67399_5136980,ASB LEADERSHIP,298495,2717,,General,10,34,
67_67399_5136980,ASB LEADERSHIP,298525,2717,,General,10,34,
67_67399_5136980,ASB LEADERSHIP,298556,2717,,General,10,34,
67_67399_5136980,CHILD PSYCHOLOGY,389351,2966,Electives,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,CHILD PSYCHOLOGY,389382,2966,Electives,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,CHEMISTRY 1S,445963,3121,Lab Science,Physical Science,5,0,
67_67399_5136980,CHEMISTRY 1S,445994,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446022,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446053,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446083,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446114,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446144,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446175,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446206,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446236,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446267,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 1S,446297,3121,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446693,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446724,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446752,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446783,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446813,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446844,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446874,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446905,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446936,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446966,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,446997,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,CHEMISTRY 2S,447027,3123,Lab Science,Physical Science,5,32,
67_67399_5136980,AP CHEMISTRY 1S,448519,3128,Lab Science,Physical Science,5,32,
67_67399_5136980,AP CHEMISTRY 2S,449250,3130,Lab Science,Physical Science,5,32,
67_67399_5136980,ALGEBRA II 2S,596443,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596474,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596502,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596533,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596563,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596594,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596655,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596686,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596716,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596747,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,ALGEBRA II 2S,596777,3533,Mathematics,Mathematics,5,34,
67_67399_5136980,VETERINARY SCI 1S,622375,3604,Electives,Life Science,5,25,
67_67399_5136980,VETERINARY SCI 1S,622406,3604,Electives,Life Science,5,25,
67_67399_5136980,VETERINARY SCI 2S,623106,3606,Electives,Life Science,5,25,
67_67399_5136980,VETERINARY SCI 2S,623137,3606,Electives,Life Science,5,25,
67_67399_5136980,GRAPHIC DESIGN 1S,641734,3657,Arts,Art,5,25,
67_67399_5136980,GRAPHIC DESIGN 1S,641765,3657,Arts,Art,5,25,
67_67399_5136980,GRAPHIC DESIGN 1S,641793,3657,Arts,Art,5,25,
67_67399_5136980,GRAPHIC DESIGN 2S,642464,3659,Arts,Art,5,25,
67_67399_5136980,GRAPHIC DESIGN 2S,642495,3659,Arts,Art,5,25,
67_67399_5136980,GRAPHIC DESIGN 2S,642523,3659,Arts,Art,5,25,
67_67399_5136980,FORENSIC SCI 1S,643195,3661,Lab Science,Physical Science,5,32,
67_67399_5136980,FORENSIC SCI 1S,643226,3661,Lab Science,Physical Science,5,32,
67_67399_5136980,FORENSIC SCI 1S,643254,3661,Lab Science,Physical Science,5,32,
67_67399_5136980,FORENSIC SCI 1S,643285,3661,Lab Science,Physical Science,5,32,
67_67399_5136980,MEDIC OFFICE ASST,644687,3665,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,MEDIC OFFICE ASST,644715,3665,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,MEDIC OFFICE ASST,644746,3665,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,MEDIC OFFICE ASST,644776,3665,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,FORENSIC SCI 2S,645386,3667,Lab Science,Physical Science,5,32,
67_67399_5136980,FORENSIC SCI 2S,645417,3667,Lab Science,Physical Science,5,32,
67_67399_5136980,FORENSIC SCI 2S,645445,3667,Lab Science,Physical Science,5,32,
67_67399_5136980,FORENSIC SCI 2S,645476,3667,Lab Science,Physical Science,5,32,
67_67399_5136980,COMPUTER TECHNICIAN,645751,3668,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,COMPUTER TECHNICIAN,645782,3668,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,COMPUTER TECHNICIAN,645811,3668,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,COMPUTER TECHNICIAN,645842,3668,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,HISP WOMEN IN LIT,655613,3695,Foreign Language,Foreign Language,10,34,
67_67399_5136980,HISP WOMEN IN LIT,655644,3695,Foreign Language,Foreign Language,10,34,
67_67399_5136980,HISP WOMEN IN LIT,655703,3695,Foreign Language,Foreign Language,10,34,
67_67399_5136980,HISP WOMEN IN LIT,655733,3695,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,657804,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,657835,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,657863,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,657894,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,657924,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,657955,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,657985,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,MEXICAN LITERATURE,658016,3701,Foreign Language,Foreign Language,10,34,
67_67399_5136980,PHYSICS 1S,723913,3882,Lab Science,Physical Science,5,32,
67_67399_5136980,PHYSICS 1S,723944,3882,Lab Science,Physical Science,5,32,
67_67399_5136980,PHYSICS 1S,723972,3882,Lab Science,Physical Science,5,32,
67_67399_5136980,PHYSICS 1S,724003,3882,Lab Science,Physical Science,5,32,
67_67399_5136980,PHYSICS 2S,725374,3886,Lab Science,Physical Science,5,32,
67_67399_5136980,PHYSICS 2S,725405,3886,Lab Science,Physical Science,5,32,
67_67399_5136980,PHYSICS 2S,725433,3886,Lab Science,Physical Science,5,32,
67_67399_5136980,PHYSICS 2S,Apr-86,3886,Lab Science,Physical Science,5,32,
67_67399_5136980,AP PHYSICS 1S,Jan-88,3888,Lab Science,Physical Science,5,32,
67_67399_5136980,AP PHYSICS 2S,726835,3890,Lab Science,Physical Science,5,32,
67_67399_5136980,SPANISH III 1S,729026,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 1S,729057,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 1S,729086,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 1S,729117,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 1S,729178,3896,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729392,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729423,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729451,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729482,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729512,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729635,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729665,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,729696,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH III 2S,Dec-97,3897,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729757,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729788,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729816,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729847,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729877,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729908,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729938,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,729969,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 1S,730000,3898,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730122,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730153,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730181,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730212,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730242,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730273,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,Jul-99,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730334,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH IV 2S,730365,3899,Foreign Language,Foreign Language,5,34,
67_67399_5136980,BUSINESS,736696,3917,,Industrial Arts/Vocational Education,10,0,
67_67399_5136980,BUSINESS,736727,3917,,Industrial Arts/Vocational Education,10,0,
67_67399_5136980,BUSINESS,736755,3917,,Industrial Arts/Vocational Education,10,0,
67_67399_5136980,BUSINESS,736786,3917,,Industrial Arts/Vocational Education,10,0,
67_67399_5136980,BUSINESS,736816,3917,,Industrial Arts/Vocational Education,10,0,
67_67399_5136980,SPANISH II 1S,774682,4021,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 1S,774713,4021,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 1S,774741,4021,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 1S,774772,4021,Foreign Language,Foreign Language,5,34,
67_67399_5136980,FOOD TECHNOLOGY,884254,4321,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,FOOD TECHNOLOGY,Feb-21,4321,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,FOOD TECHNOLOGY,884374,4321,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,FOOD TECHNOLOGY,884405,4321,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,SPANISH II 2S,886080,4326,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 2S,886111,4326,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 2S,886139,4326,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH II 2S,886170,4326,Foreign Language,Foreign Language,5,34,
67_67399_5136980,ENGLISH 10A,980313,4584,,English,5,20,
67_67399_5136980,ENGLISH 10A,980344,4584,,English,5,20,
67_67399_5136980,ENGLISH 10A,980373,4584,,English,5,20,
67_67399_5136980,ENGLISH 10A,980404,4584,,English,5,20,
67_67399_5136980,ENGLISH 10B,980679,4585,,English,5,20,
67_67399_5136980,ENGLISH 10B,980710,4585,,English,5,20,
67_67399_5136980,ENGLISH 10B,980738,4585,,English,5,20,
67_67399_5136980,ENGLISH 10B,980769,4585,,English,5,20,
67_67399_5136980,EARTH SCIENCE A,993827,4621,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE A,993858,4621,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE A,993886,4621,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE A,993917,4621,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE A,993947,4621,,Physical Science,5,15,
67_67399_5136980,EARTH SCIENCE B,994192,4622,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE B,994223,4622,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE B,994251,4622,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE B,994282,4622,,Physical Science,5,20,
67_67399_5136980,EARTH SCIENCE B,994312,4622,,Physical Science,5,15,
67_67399_5136980,MARIACHI,1022316,4699,Arts,Music,10,34,
67_67399_5136980,MARIACHI,1022347,4699,Arts,Music,10,34,
67_67399_5136980,MARIACHI,1022375,4699,Arts,Music,10,34,
67_67399_5136980,MARIACHI,1022406,4699,Arts,Music,10,34,
67_67399_5136980,SPANISH I 1S,1056283,4792,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH I 1S,1056314,4792,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH I 2S,1056649,4793,Foreign Language,Foreign Language,5,34,
67_67399_5136980,SPANISH I 2S,1056680,4793,Foreign Language,Foreign Language,5,34,
67_67399_5136980,MEDIC TERMINOLOGY,1093174,4893,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,MEDIC TERMINOLOGY,1093205,4893,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,MEDIC TERMINOLOGY,1093264,4893,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,MEDIC TERMINOLOGY,1093294,4893,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,AP AMERICAN GOVT,1197997,5180,History,Social Science,5,34,
67_67399_5136980,AP AMERICAN GOVT,1198028,5180,History,Social Science,5,34,
67_67399_5136980,AP AMERICAN GOVT,1198057,5180,History,Social Science,5,34,
67_67399_5136980,AP PSYCHOLOGY,1206763,5204,Electives,General,10,34,
67_67399_5136980,AP PSYCHOLOGY,1206794,5204,Electives,General,10,34,
67_67399_5136980,BIOLOGY 2S,1290098,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,1290129,5432,Lab Science,Life Science,5,32,
67_67399_5136980,BIOLOGY 2S,1290159,5432,Lab Science,Life Science,5,32,
67_67399_5136980,PASS PROG CYBER HS,1385368,5693,,Non Departmentalized,0,34,
67_67399_5136980,PASS PROG CYBER HS,1385399,5693,,Non Departmentalized,0,0,
67_67399_5136980,PASS PROG CYBER HS,1385427,5693,,Non Departmentalized,0,0,
67_67399_5136980,PASS PROG CYBER HS,1385458,5693,,Non Departmentalized,0,34,
67_67399_5136980,PASS PROG CYBER HS,1385488,5693,,Non Departmentalized,0,34,
67_67399_5136980,PASS PROG CYBER HS,1385519,5693,,Non Departmentalized,0,34,
67_67399_5136980,PASS PROG CYBER HS,1385549,5693,,Non Departmentalized,0,34,
67_67399_5136980,PASS PROG CYBER HS,1385580,5693,,Non Departmentalized,0,34,
67_67399_5136980,PASS PROG CYBER HS,1385611,5693,,Non Departmentalized,0,36,
67_67399_5136980,PASS PROG CYBER HS,1385641,5693,,Non Departmentalized,0,34,
67_67399_5136980,CREDIT RECOVERY 9-12,1392672,5713,,Non Departmentalized,0,34,
67_67399_5136980,CREDIT RECOVERY 9-12,1392703,5713,,Non Departmentalized,0,34,
67_67399_5136980,CREDIT RECOVERY 9-12,1392731,5713,,Non Departmentalized,0,34,
67_67399_5136980,CREDIT RECOVERY 9-12,1392762,5713,,Non Departmentalized,0,34,
67_67399_5136980,STRENGTH TRAINING,1409473,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409504,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409532,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409563,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409593,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409624,5759,,Physical Education,10,20,
67_67399_5136980,STRENGTH TRAINING,1409654,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409685,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409716,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409746,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409777,5759,,Physical Education,10,40,
67_67399_5136980,STRENGTH TRAINING,1409807,5759,,Physical Education,10,20,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414587,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414618,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414646,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414707,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414738,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414768,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414799,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414830,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414860,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414891,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ADV FOOD TECHNOLOGY,1414921,5773,,Industrial Arts/Vocational Education,10,25,
67_67399_5136980,ACELLUS ACADEMY ONLINE,1421892,5793,,Non Departmentalized,0,20,
67_67399_5136980,ACELLUS ACADEMY ONLINE,1421923,5793,,Non Departmentalized,0,22,
67_67399_5136980,ACELLUS ACADEMY ONLINE,1421951,5793,,Non Departmentalized,0,20,
67_67399_5136980,ACELLUS ACADEMY ONLINE,1421982,5793,,Non Departmentalized,0,22,
67_67399_5136980,ACELLUS ACADEMY ONLINE,1422012,5793,,Non Departmentalized,0,20,
67_67399_5136980,ACELLUS ACADEMY ONLINE,1422043,5793,,Non Departmentalized,0,20,
67_67399_5136980,ACELLUS ACADEMY ONLINE,1422073,5793,,Non Departmentalized,0,20,
67_67399_5136980,PE II,1431387,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431418,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431446,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431477,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431507,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431538,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431568,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431599,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431630,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431660,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431691,5819,,Physical Education,10,40,
67_67399_5136980,PE II,1431721,5819,,Physical Education,10,40,
67_67399_5136980,JOURNALISM,1446728,5861,Electives,General,10,34,
67_67399_5136980,JOURNALISM,1446759,5861,Electives,General,10,34,
67_67399_5136980,JOURNALISM,1446818,5861,Electives,General,10,34,
67_67399_5136980,JOURNALISM,1446848,5861,Electives,General,10,34,
67_67399_5136980,JOURNALISM,1446879,5861,Electives,General,10,34,
67_67399_5136980,JOURNALISM,1448978,5861,Electives,General,10,34,
67_67399_5136980,ASPIRE,1458416,5893,,Non Departmentalized,0,20,
67_67399_5136980,ASPIRE,1458447,5893,,Non Departmentalized,0,20,
67_67399_5136980,ASPIRE,1458475,5893,,Non Departmentalized,0,20,
67_67399_5136980,ASPIRE,1458506,5893,,Non Departmentalized,0,20,
67_67399_5136980,ASPIRE,1458536,5893,,Non Departmentalized,0,20,
67_67399_5136980,ASPIRE,1458567,5893,,Non Departmentalized,0,20,
67_67399_5136980,ASPIRE,1458597,5893,,Non Departmentalized,0,20,
67_67399_5136980,AVID SENIOR SEMINAR,1464624,5910,Electives,General,10,34,
67_67399_5136980,AVID SENIOR SEMINAR,1464655,5910,Electives,General,10,34,
67_67399_5136980,AVID SENIOR SEMINAR,1464683,5910,Electives,General,10,34,
67_67399_5136980,AVID SENIOR SEMINAR,1464714,5910,Electives,General,10,34,
67_67399_5136980,WORLD HISTORY 1S,1494209,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494240,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494268,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494299,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494329,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494360,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494390,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494421,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494452,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494482,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494513,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 1S,1494543,5991,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494574,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494605,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494634,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494665,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494695,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494726,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494756,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494787,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494818,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494848,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494879,5992,History,Social Science,5,34,
67_67399_5136980,WORLD HISTORY 2S,1494909,5992,History,Social Science,5,34,
67_67399_5136980,ART APPRECIATION,1520507,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520538,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520566,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520597,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520627,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520658,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520688,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520719,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520750,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520780,6063,Arts,Art,10,25,
67_67399_5136980,ART APPRECIATION,1520811,6063,Arts,Art,10,25,
